wallet,in_degree,out_degree,flow_ratio,pagerank,betweenness
0x0060f8f28077c8b403c289125c2aa76cdd1e8fd7,0,1,1.0,8.721384880313655e-06,0.0
0x00613595cc42b1e99ba9b9b65c60931d02038778,0,1,1.0,8.721384880313655e-06,0.0
0x006560368a21557b3a5c0c76900816c03bfe9bd2,0,1,1.0,8.721384880313655e-06,0.0
0x0066a11110c09ba83f2b19ad7e9d2ef2a4008294,1,0,0.0,1.6531908145179908e-05,0.0
0x00676532290e1a8e6355f1154d85a3135c5eddb2,1,0,0.0,1.2626646512746781e-05,0.0
0x00686876b4cb104f99768bf71b634b37e37f9efb,0,1,1.0,8.721384880313655e-06,0.0
0x0068bb170d3b1e80163ba7fdd96aebc367ace310,0,1,1.0,8.721384880313655e-06,0.0
0x00691afd659199018fdc1d6f3a3bfb4ff28e0a9d,0,1,1.0,8.721384880313655e-06,0.0
0x0069bc116e3035afb4dae9fd2975b4ff15c558fd,1,0,0.0,8.774517691639273e-06,0.0
0x006c1e2994788cc79259ed992e8cabcf67e90221,0,1,1.0,8.721384880313655e-06,0.0
0x006da665a8118f3d485e64b3acb2557339477506,0,1,1.0,8.721384880313655e-06,0.0
0x007688bfe1b009d53b6e8a5fe34cf52c97e3b996,0,1,1.0,8.721384880313655e-06,0.0
0x00775ffa5d398a462e94bc584b245c4c3f0200a0,1,0,0.0,1.6531908145179908e-05,0.0
0x0077ae7c2c0a505c0b9942d5e9d465ecff96abcc,1,0,0.0,1.6531908145179908e-05,0.0
0x0077f187c2037dabe16cf7e2b7382e5809d1e7bf,0,1,1.0,8.721384880313655e-06,0.0
0x00780578ced8134edf157abf4044d7a5a11c609e,1,0,0.0,8.94454268788126e-06,0.0
0x007849db50341e18acee281c9a970a183c6c7e62,0,2,1.0,8.721384880313655e-06,0.0
0x0078d2ac8c5e3e8ad0ab127b6692cf7efcce602b,1,0,0.0,8.796486065552752e-06,0.0
0x00794b8f8ea44f35bb523664ca5e191f5e11babe,0,3,1.0,8.721384880313655e-06,0.0
0x007b0127ce847e5b250a35c7fd69ddeb5484684e,1,0,0.0,8.810140826505316e-06,0.0
0x007b8eb47956bc6e92f35647132280382d897c46,1,1,0.5,9.242086431304737e-06,0.0
0x007bd897f398704f9cd480cc275e7d317a506834,1,0,0.0,1.6531908145179908e-05,0.0
0x007c4cee03f68b4dd9ef9a067798969dc1449598,1,1,0.5,9.837173918151691e-06,0.0
0x007d54580a4795bb7bc0a36948fb35d5d46dbb52,0,1,1.0,8.721384880313655e-06,0.0
0x007d89690f5626b5b0f41a6a7a07e579ee363181,0,1,1.0,8.721384880313655e-06,0.0
0x007eba3ae5b2e06d4ca182728652857b9bc6133c,0,1,1.0,8.721384880313655e-06,0.0
0x0084dfd7202e5f5c0c8be83503a492837ca3e95e,1,8,0.8888888888888888,9.242086431304737e-06,0.0
0x0085297eb852ee30bad1b45e43bbd0132ea22b04,0,1,1.0,8.721384880313655e-06,0.0
0x0085bf4ba009dbe099119fb6744cf20dc205844a,0,1,1.0,8.721384880313655e-06,0.0
0x00868bb3ba2b36316c2fc42e4afb6d4246b77e46,0,1,1.0,8.721384880313655e-06,0.0
0x0087142661bcc9f4661fac9ec1af2e4c68198aad,0,1,1.0,8.721384880313655e-06,0.0
0x008751a49f42433c44720317c5f7b26a0a082d88,0,1,1.0,8.721384880313655e-06,0.0
0x008811135478e5413cf9a17d91da5429fefff5a1,0,1,1.0,8.721384880313655e-06,0.0
